feature_strategy,model_category,model,config,split,n_samples,n_train,n_test,n_features_raw,n_features_selected,rmse,mae,r2,status
EEM PARAFAC scores,DL,ANN MLP,"hidden=(32,16),early_stop",0,148,111,37,6,6,0.3813831692111979,0.29272263990832725,-0.4799663143203514,ok
EEM PARAFAC scores,ML,XGBoost,"n=250,depth=2,eta=0.05",0,148,111,37,6,6,0.37965871481216207,0.23186690486766195,-0.466613000450653,ok
EEM PARAFAC scores,Statistics,Mean baseline,mean,1,148,111,37,6,6,0.548383706499764,0.35666179693206723,-0.056190299538443345,ok
EEM PARAFAC scores,Statistics,Linear regression,ols,1,148,111,37,6,6,3.2385997480562403,0.8171191814318229,-35.83728759683109,ok
EEM PARAFAC scores,Statistics,Ridge,alpha=10,1,148,111,37,6,6,0.5348710177180616,0.35229721503772976,-0.00478055387102172,ok
EEM PARAFAC scores,Statistics,Lasso,alpha=0.001,1,148,111,37,6,6,2.5059470436335043,0.696080436731442,-21.055497955803705,ok
EEM PARAFAC scores,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,148,111,37,6,6,3.0331848554716063,0.7832810199141692,-31.31252132382128,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=2,1,148,111,37,6,6,3.8513754105553635,0.923210158197119,-51.0960500113234,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=5,1,148,111,37,6,6,1.7890822802475386,0.5755112743228092,-10.241744689825454,ok
EEM PARAFAC scores,Chemometrics,PCR + Ridge,n_components=5,1,148,111,37,6,6,1.9282086738676187,0.6017949850208144,-12.058134980427448,ok
EEM PARAFAC scores,ML,SVR linear,"C=1,epsilon=0.05",1,148,111,37,6,6,2.2877933288045225,0.6183158543088247,-17.382588595020522,ok
EEM PARAFAC scores,ML,SVR RBF,"C=10,epsilon=0.05",1,148,111,37,6,6,0.6205356228377475,0.3620307585362356,-0.35240424428699413,ok
EEM PARAFAC scores,ML,Weighted kNN,"k=3,distance",1,148,111,37,6,6,0.6693703568681271,0.4155555252653031,-0.5736423707476173,ok
EEM PARAFAC scores,ML,Kernel ridge,"rbf,alpha=0.1",1,148,111,37,6,6,0.6217503169994213,0.4030427234525258,-0.3577040701872778,ok
EEM PARAFAC scores,ML,Random forest,"n=250,max_depth=4",1,148,111,37,6,6,0.4912085778892426,0.3459667291017633,0.15256777715776015,ok
EEM PARAFAC scores,ML,Extra trees,"n=250,max_depth=4",1,148,111,37,6,6,0.4886148249586433,0.36012814746639504,0.1614936254732705,ok
EEM PARAFAC scores,DL,ANN MLP,"hidden=(32,16),early_stop",1,148,111,37,6,6,18.704775312661965,3.4060305317303694,-1227.7911663433479,ok
EEM PARAFAC scores,ML,XGBoost,"n=250,depth=2,eta=0.05",1,148,111,37,6,6,0.5345338099999921,0.3435875639279147,-0.0035140318775079837,ok
EEM PARAFAC scores,Statistics,Mean baseline,mean,2,148,111,37,6,6,0.5053037266639787,0.32608229851473103,-0.00031797070586758736,ok
EEM PARAFAC scores,Statistics,Linear regression,ols,2,148,111,37,6,6,3.2149774755741833,0.7668505148693244,-39.49383768176219,ok
EEM PARAFAC scores,Statistics,Ridge,alpha=10,2,148,111,37,6,6,0.3520346938621094,0.26885862253818066,0.5144834916175038,ok
EEM PARAFAC scores,Statistics,Lasso,alpha=0.001,2,148,111,37,6,6,2.3402219390851866,0.6231794473034615,-20.455920999468386,ok
EEM PARAFAC scores,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,148,111,37,6,6,3.0011756663694924,0.7318102467097594,-34.28709458719467,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=2,2,148,111,37,6,6,4.903390669650598,1.0545628698410026,-93.19461192584961,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=5,2,148,111,37,6,6,6.249946978022186,1.2661595033408282,-152.03322637666216,ok
EEM PARAFAC scores,Chemometrics,PCR + Ridge,n_components=5,2,148,111,37,6,6,2.7458387410514,0.6905662103146675,-28.538138665018895,ok
EEM PARAFAC scores,ML,SVR linear,"C=1,epsilon=0.05",2,148,111,37,6,6,2.487396642998663,0.5732898786943941,-23.239472042821276,ok
EEM PARAFAC scores,ML,SVR RBF,"C=10,epsilon=0.05",2,148,111,37,6,6,0.5831309625693027,0.29302012305192077,-0.332187248002894,ok
EEM PARAFAC scores,ML,Weighted kNN,"k=3,distance",2,148,111,37,6,6,0.5091869492210774,0.24607831164574873,-0.015751789967227703,ok
EEM PARAFAC scores,ML,Kernel ridge,"rbf,alpha=0.1",2,148,111,37,6,6,0.5570476255596195,0.318919963661755,-0.21567566518733217,ok
EEM PARAFAC scores,ML,Random forest,"n=250,max_depth=4",2,148,111,37,6,6,0.4439124291273988,0.2684674958637852,0.22798155141436882,ok
EEM PARAFAC scores,ML,Extra trees,"n=250,max_depth=4",2,148,111,37,6,6,0.42018472529035944,0.30431523185485093,0.3083066665010257,ok
EEM PARAFAC scores,DL,ANN MLP,"hidden=(32,16),early_stop",2,148,111,37,6,6,7.200321745482705,1.420357919274027,-202.1126044704526,ok
EEM PARAFAC scores,ML,XGBoost,"n=250,depth=2,eta=0.05",2,148,111,37,6,6,0.5367139786576304,0.3017481800813127,-0.12854500194776342,ok
EEM PARAFAC scores,Statistics,Mean baseline,mean,3,148,111,37,6,6,0.3009426523334754,0.27424640857073285,-0.4521610577548738,ok
EEM PARAFAC scores,Statistics,Linear regression,ols,3,148,111,37,6,6,0.2927237699144316,0.2517844612854872,-0.37392579400823944,ok
EEM PARAFAC scores,Statistics,Ridge,alpha=10,3,148,111,37,6,6,0.29005571905990174,0.24879163693184567,-0.3489944518407033,ok
EEM PARAFAC scores,Statistics,Lasso,alpha=0.001,3,148,111,37,6,6,0.29189086917908186,0.25125286639409145,-0.36611832571274405,ok
EEM PARAFAC scores,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,148,111,37,6,6,0.292781761381232,0.2518765096194924,-0.37447022444100453,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=2,3,148,111,37,6,6,0.28377192955344027,0.24284698440309224,-0.29117813838602435,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=5,3,148,111,37,6,6,0.2975890225417393,0.25561101790174473,-0.4199763510872472,ok
EEM PARAFAC scores,Chemometrics,PCR + Ridge,n_components=5,3,148,111,37,6,6,0.29678992983553093,0.25493875738647304,-0.41236068513101376,ok
EEM PARAFAC scores,ML,SVR linear,"C=1,epsilon=0.05",3,148,111,37,6,6,0.2538507382510529,0.11713429494819223,-0.03324701473667924,ok
EEM PARAFAC scores,ML,SVR RBF,"C=10,epsilon=0.05",3,148,111,37,6,6,0.2751336484731139,0.14888323875867232,-0.21376528543911766,ok
EEM PARAFAC scores,ML,Weighted kNN,"k=3,distance",3,148,111,37,6,6,0.34131616019473426,0.22201510507169622,-0.8679317326844236,ok
EEM PARAFAC scores,ML,Kernel ridge,"rbf,alpha=0.1",3,148,111,37,6,6,0.3230540882205754,0.2549412763650898,-0.6733923544277509,ok
EEM PARAFAC scores,ML,Random forest,"n=250,max_depth=4",3,148,111,37,6,6,0.32568606084071394,0.2426105780653235,-0.7007702108141662,ok
EEM PARAFAC scores,ML,Extra trees,"n=250,max_depth=4",3,148,111,37,6,6,0.301373346788584,0.25000205608927756,-0.4563205563080559,ok
EEM PARAFAC scores,DL,ANN MLP,"hidden=(32,16),early_stop",3,148,111,37,6,6,0.2794599422812013,0.20900951991621797,-0.25223669988525543,ok
EEM PARAFAC scores,ML,XGBoost,"n=250,depth=2,eta=0.05",3,148,111,37,6,6,0.3289735727441096,0.23887116797067026,-0.7352790376100822,ok
EEM PARAFAC scores,Statistics,Mean baseline,mean,4,148,111,37,6,6,0.49935272201002034,0.32771365960555154,-0.0003387557203491376,ok
EEM PARAFAC scores,Statistics,Linear regression,ols,4,148,111,37,6,6,0.5209889235119406,0.30585310326367016,-0.0889030939734945,ok
EEM PARAFAC scores,Statistics,Ridge,alpha=10,4,148,111,37,6,6,0.5025876934522286,0.3044968864586644,-0.013341786721289495,ok
EEM PARAFAC scores,Statistics,Lasso,alpha=0.001,4,148,111,37,6,6,0.5174853239441,0.30454214913889227,-0.07430680519837263,ok
EEM PARAFAC scores,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,148,111,37,6,6,0.5193952305749991,0.30529351711914426,-0.08225142499326621,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=2,4,148,111,37,6,6,0.5207955403346252,0.32352519865133383,-0.08809487541306726,ok
EEM PARAFAC scores,Chemometrics,PLSR,n_components=5,4,148,111,37,6,6,0.5212163031449525,0.3067829466534106,-0.0898537798886081,ok
EEM PARAFAC scores,Chemometrics,PCR + Ridge,n_components=5,4,148,111,37,6,6,0.4939944997829258,0.29908269293858925,0.021014006049230316,ok
EEM PARAFAC scores,ML,SVR linear,"C=1,epsilon=0.05",4,148,111,37,6,6,0.5295007808095336,0.2368426231830215,-0.12477449886161662,ok
EEM PARAFAC scores,ML,SVR RBF,"C=10,epsilon=0.05",4,148,111,37,6,6,0.6051795479985344,0.32261785240469665,-0.46926704250346174,ok
EEM PARAFAC scores,ML,Weighted kNN,"k=3,distance",4,148,111,37,6,6,0.537493037043815,0.3233448929001529,-0.1589853243690913,ok
EEM PARAFAC scores,ML,Kernel ridge,"rbf,alpha=0.1",4,148,111,37,6,6,0.5496160803740467,0.32822363936968907,-0.21185626623516884,ok
EEM PARAFAC scores,ML,Random forest,"n=250,max_depth=4",4,148,111,37,6,6,0.5165082254426216,0.31008182233342385,-0.07025369484584076,ok
EEM PARAFAC scores,ML,Extra trees,"n=250,max_depth=4",4,148,111,37,6,6,0.5096177958760001,0.3146604277679841,-0.041888925893343254,ok
EEM PARAFAC scores,DL,ANN MLP,"hidden=(32,16),early_stop",4,148,111,37,6,6,0.8113189266791724,0.4995419368711913,-1.6406781170941933,ok
EEM PARAFAC scores,ML,XGBoost,"n=250,depth=2,eta=0.05",4,148,111,37,6,6,0.5145876794870696,0.31032113315487225,-0.06230938787212148,ok
Processed Raman + PARAFAC,Statistics,Mean baseline,mean,0,148,111,37,181,12,0.3314980398280951,0.28472364256148047,-0.11812591500314462,ok
Processed Raman + PARAFAC,Statistics,Linear regression,ols,0,148,111,37,181,96,1.1865135444315071,1.016499652606736,-13.324325600551205,ok
Processed Raman + PARAFAC,Statistics,Ridge,alpha=10,0,148,111,37,181,181,1.0619074802401942,0.5080799234662949,-10.473664430265492,ok
Processed Raman + PARAFAC,Statistics,Lasso,alpha=0.001,0,148,111,37,181,181,1.892199665621386,0.8308357459875527,-35.43029656207524,ok
Processed Raman + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,148,111,37,181,181,2.490697089638676,0.9817438281551413,-62.12052616112432,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=2,0,148,111,37,181,181,0.43758835069798563,0.34080444158472656,-0.9483199949798471,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=5,0,148,111,37,181,181,0.6517299778175886,0.44764835028430583,-3.321795167026818,ok
Processed Raman + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,0,148,111,37,181,181,0.34177713979414853,0.26274782919115025,-0.18854274625079204,ok
Processed Raman + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",0,148,111,37,181,181,1.829848847327378,0.7784695120103027,-33.068986755320374,ok
Processed Raman + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",0,148,111,37,181,181,0.3718476607797635,0.2971316786359619,-0.40688594627525565,ok
Processed Raman + PARAFAC,ML,Weighted kNN,"k=3,distance",0,148,111,37,181,96,0.37595945585387874,0.20566465269908987,-0.43817193177188485,ok
Processed Raman + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",0,148,111,37,181,181,0.34334316019019656,0.2422414693880437,-0.19945948792703394,ok
Processed Raman + PARAFAC,ML,Random forest,"n=250,max_depth=4",0,148,111,37,181,96,0.3747498175515022,0.29088063922948465,-0.42893226955623365,ok
Processed Raman + PARAFAC,ML,Extra trees,"n=250,max_depth=4",0,148,111,37,181,96,0.3190583054882623,0.2506979103297282,-0.03578327122471192,ok
Processed Raman + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",0,148,111,37,181,96,0.48952673882053166,0.4005244858538768,-1.4382690235080537,ok
Processed Raman + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",0,148,111,37,181,181,0.41425681230638245,0.31064279903632563,-0.7460959370119475,ok
Processed Raman + PARAFAC,Statistics,Mean baseline,mean,1,148,111,37,181,12,0.548383706499764,0.35666179693206723,-0.056190299538443345,ok
Processed Raman + PARAFAC,Statistics,Linear regression,ols,1,148,111,37,181,96,2.744603805420886,1.6216638538363712,-25.4565013306213,ok
Processed Raman + PARAFAC,Statistics,Ridge,alpha=10,1,148,111,37,181,181,1.0525819975814663,0.582195206252432,-2.891212650244517,ok
Processed Raman + PARAFAC,Statistics,Lasso,alpha=0.001,1,148,111,37,181,181,6.28967804630528,1.5390466446477513,-137.94084001945927,ok
Processed Raman + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,148,111,37,181,181,6.90245544695132,1.6645815929444447,-166.33250531990845,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=2,1,148,111,37,181,181,2.239163216431556,0.6951627878743687,-16.609401337551322,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=5,1,148,111,37,181,181,4.229116677786307,1.1142078836859868,-61.81631033338791,ok
Processed Raman + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,1,148,111,37,181,181,0.5549726140118164,0.3501172264642924,-0.08172332555979711,ok
Processed Raman + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",1,148,111,37,181,181,5.943354538347198,1.4817687507444635,-123.06131069565426,ok
Processed Raman + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",1,148,111,37,181,181,0.5323523417007445,0.3414093313169767,0.004660070512816361,ok
Processed Raman + PARAFAC,ML,Weighted kNN,"k=3,distance",1,148,111,37,181,96,0.5810675680630875,0.34361217394978355,-0.18584072652087458,ok
Processed Raman + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",1,148,111,37,181,181,0.5701287670976743,0.3398401010387684,-0.14161324518836227,ok
Processed Raman + PARAFAC,ML,Random forest,"n=250,max_depth=4",1,148,111,37,181,96,0.49689990309446413,0.34794795207444784,0.13281668487174236,ok
Processed Raman + PARAFAC,ML,Extra trees,"n=250,max_depth=4",1,148,111,37,181,96,0.5116522462938916,0.344982441276178,0.08056113094482997,ok
Processed Raman + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",1,148,111,37,181,96,2.062623482059641,0.7227937243868812,-13.942146998112865,ok
Processed Raman + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",1,148,111,37,181,181,0.5218154878031016,0.3206723104064932,0.043671674410541206,ok
Processed Raman + PARAFAC,Statistics,Mean baseline,mean,2,148,111,37,181,12,0.5053037266639787,0.32608229851473103,-0.00031797070586758736,ok
Processed Raman + PARAFAC,Statistics,Linear regression,ols,2,148,111,37,181,96,1.130912002355824,0.871827529454801,-4.010611087260052,ok
Processed Raman + PARAFAC,Statistics,Ridge,alpha=10,2,148,111,37,181,181,0.7006031545166199,0.4840528316234984,-0.9229909723161811,ok
Processed Raman + PARAFAC,Statistics,Lasso,alpha=0.001,2,148,111,37,181,181,8.930492650690214,2.0045070070709743,-311.4524276657208,ok
Processed Raman + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",2,148,111,37,181,181,8.973405285510204,2.0404107589455864,-314.4624231416963,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=2,2,148,111,37,181,181,3.1240265285155995,0.8470284718684095,-37.23512328343028,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=5,2,148,111,37,181,181,6.630607990802471,1.4857903617199169,-171.24228326099575,ok
Processed Raman + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,2,148,111,37,181,181,0.43806445851554526,0.30722474148862683,0.2481882542433116,ok
Processed Raman + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",2,148,111,37,181,181,4.857256498444031,1.267402020436706,-91.43046640838206,ok
Processed Raman + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",2,148,111,37,181,181,0.4986691187984265,0.3077283383965918,0.025777810012930558,ok
Processed Raman + PARAFAC,ML,Weighted kNN,"k=3,distance",2,148,111,37,181,96,0.48159437082611667,0.23400525205537503,0.09135158681102762,ok
Processed Raman + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",2,148,111,37,181,181,0.5331812282225726,0.2957191002391316,-0.11373731347776661,ok
Processed Raman + PARAFAC,ML,Random forest,"n=250,max_depth=4",2,148,111,37,181,96,0.47945738567247803,0.30942445446746836,0.09939761130497571,ok
Processed Raman + PARAFAC,ML,Extra trees,"n=250,max_depth=4",2,148,111,37,181,96,0.48414352169148533,0.3057693857345056,0.08170690555097804,ok
Processed Raman + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",2,148,111,37,181,96,0.5847104460253565,0.40174529520658125,-0.3394138147781589,ok
Processed Raman + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",2,148,111,37,181,181,0.5025075810250325,0.29948890168119124,0.010722105814233829,ok
Processed Raman + PARAFAC,Statistics,Mean baseline,mean,3,148,111,37,181,12,0.3009426523334754,0.27424640857073285,-0.4521610577548738,ok
Processed Raman + PARAFAC,Statistics,Linear regression,ols,3,148,111,37,181,96,1.9129780046076819,1.4665251417649963,-57.676912090986264,ok
Processed Raman + PARAFAC,Statistics,Ridge,alpha=10,3,148,111,37,181,181,0.594835112581656,0.44898159137024846,-4.673361940478834,ok
Processed Raman + PARAFAC,Statistics,Lasso,alpha=0.001,3,148,111,37,181,181,0.831184794277224,0.6324100589620383,-10.077518319318012,ok
Processed Raman + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",3,148,111,37,181,181,0.9772930967482353,0.7593757905845038,-14.314293277429764,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=2,3,148,111,37,181,181,0.3714712768857854,0.2947364730644398,-1.212573848389931,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=5,3,148,111,37,181,181,0.5517311705250805,0.44560729166417923,-3.8809272958557903,ok
Processed Raman + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,3,148,111,37,181,181,0.310116893406092,0.24651493674610025,-0.5420489047942423,ok
Processed Raman + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",3,148,111,37,181,181,0.8814794283017111,0.6591591595205317,-11.458669361310184,ok
Processed Raman + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",3,148,111,37,181,181,0.34611881453262344,0.2872596064810219,-0.920868845583023,ok
Processed Raman + PARAFAC,ML,Weighted kNN,"k=3,distance",3,148,111,37,181,96,0.37685426563733865,0.25547272747952443,-1.277163261621927,ok
Processed Raman + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",3,148,111,37,181,181,0.3071030350960232,0.21909971223125124,-0.5122218708379489,ok
Processed Raman + PARAFAC,ML,Random forest,"n=250,max_depth=4",3,148,111,37,181,96,0.3373110812808381,0.267217683196153,-0.8243514879900107,ok
Processed Raman + PARAFAC,ML,Extra trees,"n=250,max_depth=4",3,148,111,37,181,96,0.3054172161888662,0.25253697197313746,-0.4956649844003047,ok
Processed Raman + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",3,148,111,37,181,96,0.4735596937366793,0.3805614117989774,-2.5958101974148176,ok
Processed Raman + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",3,148,111,37,181,181,0.3400872873402637,0.2535152765192293,-0.8545053638008726,ok
Processed Raman + PARAFAC,Statistics,Mean baseline,mean,4,148,111,37,181,12,0.49935272201002034,0.32771365960555154,-0.0003387557203491376,ok
Processed Raman + PARAFAC,Statistics,Linear regression,ols,4,148,111,37,181,96,1.0361230439001892,0.7830902165173588,-3.3068021097104348,ok
Processed Raman + PARAFAC,Statistics,Ridge,alpha=10,4,148,111,37,181,181,0.615473243561567,0.42218829520652557,-0.519674607655171,ok
Processed Raman + PARAFAC,Statistics,Lasso,alpha=0.001,4,148,111,37,181,181,0.8616763517123573,0.6001578630966873,-1.9786577125529825,ok
Processed Raman + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",4,148,111,37,181,181,0.9581203897802333,0.6619184734834923,-2.6827515132050563,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=2,4,148,111,37,181,181,0.5577161766833956,0.3843744314223949,-0.2478395161839162,ok
Processed Raman + PARAFAC,Chemometrics,PLSR,n_components=5,4,148,111,37,181,181,0.6018642091089214,0.40510504431569616,-0.45321304489798275,ok
Processed Raman + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,4,148,111,37,181,181,0.5173535179097637,0.32982068192647274,-0.07375961253422458,ok
Processed Raman + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",4,148,111,37,181,181,0.811827882950809,0.5599286234346249,-1.6439922546063412,ok
Processed Raman + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",4,148,111,37,181,181,0.5213464098893973,0.34292213665818644,-0.09039794945579294,ok
Processed Raman + PARAFAC,ML,Weighted kNN,"k=3,distance",4,148,111,37,181,96,0.5614114608238716,0.3046534378816466,-0.26443002519561554,ok
Processed Raman + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",4,148,111,37,181,181,0.5321726866322994,0.31170901295462894,-0.1361545538866864,ok
Processed Raman + PARAFAC,ML,Random forest,"n=250,max_depth=4",4,148,111,37,181,96,0.5471540436887667,0.35134318383601426,-0.20102342487507974,ok
Processed Raman + PARAFAC,ML,Extra trees,"n=250,max_depth=4",4,148,111,37,181,96,0.5429460536095508,0.33899308527461386,-0.1826210727192885,ok
Processed Raman + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",4,148,111,37,181,96,0.6730719444165252,0.49641425644005766,-0.8174196871043493,ok
Processed Raman + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",4,148,111,37,181,181,0.5616771214490991,0.3267065032823578,-0.26562696815401665,ok
EEM interpretable + PARAFAC,Statistics,Mean baseline,mean,0,148,111,37,22,12,0.3314980398280951,0.28472364256148047,-0.11812591500314462,ok
EEM interpretable + PARAFAC,Statistics,Linear regression,ols,0,148,111,37,22,22,0.3946384227999476,0.2876570118829656,-0.5846286999862602,ok
EEM interpretable + PARAFAC,Statistics,Ridge,alpha=10,0,148,111,37,22,22,0.3488606868163116,0.2922342413018512,-0.238319884660132,ok
EEM interpretable + PARAFAC,Statistics,Lasso,alpha=0.001,0,148,111,37,22,22,0.3611787601539681,0.27308684974540715,-0.32731251561179686,ok
EEM interpretable + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",0,148,111,37,22,22,0.37740417880949806,0.28058334740233004,-0.4492462757779516,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=2,0,148,111,37,22,22,0.34971253825158066,0.2830073775542264,-0.24437475126042973,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=5,0,148,111,37,22,22,0.34973806965279286,0.2940423605255427,-0.24455645358616285,ok
EEM interpretable + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,0,148,111,37,22,22,0.36760577020170676,0.2931934746610494,-0.37497063579898193,ok
EEM interpretable + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",0,148,111,37,22,22,0.3176598641974321,0.16990704337535972,-0.026723436695253122,ok
EEM interpretable + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",0,148,111,37,22,22,0.38448454858074954,0.2732602773824373,-0.504134132299016,ok
EEM interpretable + PARAFAC,ML,Weighted kNN,"k=3,distance",0,148,111,37,22,22,0.3621704232866411,0.22730659355690738,-0.3346111388751485,ok
EEM interpretable + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",0,148,111,37,22,22,0.35499894886419864,0.2549851295974793,-0.2822801463577467,ok
EEM interpretable + PARAFAC,ML,Random forest,"n=250,max_depth=4",0,148,111,37,22,22,0.39357678429504417,0.2619636466722175,-0.5761143743699011,ok
EEM interpretable + PARAFAC,ML,Extra trees,"n=250,max_depth=4",0,148,111,37,22,22,0.3205975875616872,0.25539705556295295,-0.04580155664972274,ok
EEM interpretable + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",0,148,111,37,22,22,0.38663977156096724,0.2787440518315162,-0.5210442018285735,ok
EEM interpretable + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",0,148,111,37,22,22,0.4263290029296726,0.2897089228265592,-0.8493475691333818,ok
EEM interpretable + PARAFAC,Statistics,Mean baseline,mean,1,148,111,37,22,12,0.548383706499764,0.35666179693206723,-0.056190299538443345,ok
EEM interpretable + PARAFAC,Statistics,Linear regression,ols,1,148,111,37,22,22,8.094351607112518,1.5810712237535107,-229.11091557643647,ok
EEM interpretable + PARAFAC,Statistics,Ridge,alpha=10,1,148,111,37,22,22,0.5735999266494887,0.36804385085688074,-0.15555670927630194,ok
EEM interpretable + PARAFAC,Statistics,Lasso,alpha=0.001,1,148,111,37,22,22,5.99253172086995,1.2452770610993156,-125.12284897905455,ok
EEM interpretable + PARAFAC,Statistics,Elastic Net,"alpha=0.001,l1_ratio=0.2",1,148,111,37,22,22,6.975700325725066,1.4037794360227431,-169.90261954583502,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=2,1,148,111,37,22,22,4.094867143676965,0.9749991444582036,-57.89151419202685,ok
EEM interpretable + PARAFAC,Chemometrics,PLSR,n_components=5,1,148,111,37,22,22,2.731805965648373,0.7468810458116413,-25.210348012480424,ok
EEM interpretable + PARAFAC,Chemometrics,PCR + Ridge,n_components=5,1,148,111,37,22,22,4.418152776841703,1.0301822270119416,-67.55743302240857,ok
EEM interpretable + PARAFAC,ML,SVR linear,"C=1,epsilon=0.05",1,148,111,37,22,22,0.7747271338183658,0.33808285124533843,-1.108000079366081,ok
EEM interpretable + PARAFAC,ML,SVR RBF,"C=10,epsilon=0.05",1,148,111,37,22,22,0.5594388828604071,0.3514044700866205,-0.09920421536331303,ok
EEM interpretable + PARAFAC,ML,Weighted kNN,"k=3,distance",1,148,111,37,22,22,0.6009852212076572,0.3734041790939764,-0.2685298001322578,ok
EEM interpretable + PARAFAC,ML,Kernel ridge,"rbf,alpha=0.1",1,148,111,37,22,22,0.570333478451616,0.3811500237514425,-0.14243321135443932,ok
EEM interpretable + PARAFAC,ML,Random forest,"n=250,max_depth=4",1,148,111,37,22,22,0.48179373288755845,0.3180424637888429,0.18474141251788434,ok
EEM interpretable + PARAFAC,ML,Extra trees,"n=250,max_depth=4",1,148,111,37,22,22,0.4767799616982865,0.32719672363227975,0.20162104965924,ok
EEM interpretable + PARAFAC,DL,ANN MLP,"hidden=(32,16),early_stop",1,148,111,37,22,22,8.21823507664344,1.6930358595483619,-236.20847899248614,ok
EEM interpretable + PARAFAC,ML,XGBoost,"n=250,depth=2,eta=0.05",1,148,111,37,22,22,0.557234597019776,0.3533233483256521,-0.0905591714776437,ok
EEM interpretable + PARAFAC,Statistics,Mean baseline,mean,2,148,111,37,22,12,0.5053037266639787,0.32608229851473103,-0.00031797070586758736,ok
EEM interpretable + PARAFAC,Statistics,Linear regression,ols,2,148,111,37,22,22,4.738543329822107,1.0287708955176134,-86.96760761844456,ok
EEM interpretable + PARAFAC,Statistics,Ridge,alpha=10,2,148,111,37,22,22,0.3263943092068116,0.26466168169840715,0.582632887537573,ok
