sample_set,batch,replicate,sample_id,matching_measurements,legend_treatment_label,pc1,pc2,cluster
MSStandards,4,1,A1,Raman only,Rha (5),-1.814954,2.278731,0
MSStandards,4,1,A10,Raman only,Rha-Glu (0.01),-1.926971,2.195822,0
MSStandards,4,1,A11,Raman only,Rha-Xyl (0.1),-1.820831,2.457606,0
MSStandards,4,1,A2,Raman only,Rha (1),-1.870913,2.196675,0
MSStandards,4,1,A3,Raman only,Rha (0.25),-3.189896,-0.153884,0
MSStandards,4,1,A4,Raman only,Rha (0.05),-1.834258,2.325235,0
MSStandards,4,1,A5,Raman only,Rha (0.01),-1.862896,2.322318,0
MSStandards,4,1,A6,Raman only,Glu (1),2.532452,1.843155,1
MSStandards,4,1,A7,Raman only,Glu (0.25),-1.722355,2.479980,0
MSStandards,4,1,A8,Raman only,Glu (0.075),-1.813316,2.463425,0
MSStandards,4,1,A9,Raman only,Glu (0.01),-1.894448,2.066681,0
MSStandards,4,1,B1,Raman only,Rha (5),-1.808635,2.251228,0
MSStandards,4,1,B10,Raman only,Rha-Glu (0.01),-3.269853,0.070817,0
MSStandards,4,1,B11,Raman only,Rha-Xyl (0.01),-1.807193,2.427420,0
MSStandards,4,1,B2,Raman only,Rha (0.75),-1.807712,2.390479,0
MSStandards,4,1,B3,Raman only,Rha (0.25),-3.165748,0.128131,0
MSStandards,4,1,B4,Raman only,Rha (0.05),-1.996448,2.051871,0
MSStandards,4,1,B5,Raman only,Glu (5),-1.769375,2.476850,0
MSStandards,4,1,B6,Raman only,Glu (1),-1.848920,2.319141,0
MSStandards,4,1,B7,Raman only,Glu (0.25),-1.644979,2.747343,0
MSStandards,4,1,B8,Raman only,Glu (0.05),-1.666125,2.744521,0
MSStandards,4,1,B9,Raman only,Glu (0.01),-1.679126,2.714421,0
MSStandards,4,1,C1,Raman only,Rha (5),-1.803693,2.419547,0
MSStandards,4,1,C10,Raman only,Rha-Glu (0.01),-1.889312,2.152382,0
MSStandards,4,1,C11,Raman only,Rha-Xyl (0.01),-2.040283,1.822671,0
MSStandards,4,1,C2,Raman only,Rha (0.75),-1.824018,2.247940,0
MSStandards,4,1,C3,Raman only,Rha (0.1),-1.891976,2.312047,0
MSStandards,4,1,C4,Raman only,Rha (0.05),-1.873097,2.137198,0
MSStandards,4,1,C5,Raman only,Glu (5),-1.745966,2.506084,0
MSStandards,4,1,C6,Raman only,Glu (0.75),-1.722230,2.673806,0
MSStandards,4,1,C7,Raman only,Glu (0.25),-1.794846,2.484869,0
MSStandards,4,1,C8,Raman only,Glu (0.05),-1.523339,2.815884,0
MSStandards,4,1,C9,Raman only,Rha-Glu (1),-1.603148,2.790157,0
MSStandards,4,1,D1,Raman only,Rha (2.5),-2.096728,1.782553,0
MSStandards,4,1,D10,Raman only,Rha-Xyl (1),-1.977713,1.993338,0
MSStandards,4,1,D11,Raman only,Rha-Xyl (0.01),-1.954294,2.113241,0
MSStandards,4,1,D2,Raman only,Rha (0.75),-1.957917,2.113211,0
MSStandards,4,1,D3,Raman only,Rha (0.1),-1.807296,2.501239,0
MSStandards,4,1,D4,Raman only,Rha (0.025),-1.722688,2.533443,0
MSStandards,4,1,D5,Raman only,Glu (5),-2.123362,1.757281,0
MSStandards,4,1,D6,Raman only,Glu (0.75),-1.684351,2.748481,0
MSStandards,4,1,D7,Raman only,Glu (0.1),-1.859029,2.278224,0
MSStandards,4,1,D8,Raman only,Glu (0.05),-1.856896,2.467183,0
MSStandards,4,1,D9,Raman only,Rha-Glu (1),-2.227334,1.587922,0
MSStandards,4,1,E1,Raman only,Rha (2.5),-2.213954,1.674833,0
MSStandards,4,1,E10,Raman only,Rha-Xyl (1),-2.083574,1.668994,0
MSStandards,4,1,E2,Raman only,Rha (0.5),-2.349233,1.411033,0
MSStandards,4,1,E3,Raman only,Rha (0.1),-2.023491,2.174916,0
MSStandards,4,1,E4,Raman only,Rha (0.025),-1.917926,2.261456,0
MSStandards,4,1,E5,Raman only,Glu (2.5),-1.995876,2.104579,0
MSStandards,4,1,E6,Raman only,Glu (0.75),-2.488821,0.425644,0
MSStandards,4,1,E7,Raman only,Glu (0.1),-2.148251,1.938755,0
MSStandards,4,1,E8,Raman only,Glu (0.025),-1.945749,2.356140,0
MSStandards,4,1,E9,Raman only,Rha-Glu (1),-1.875187,2.380989,0
MSStandards,4,1,F1,Raman only,Rha (2.5),-2.187663,1.840628,0
MSStandards,4,1,F10,Raman only,Rha-Xyl (1),-2.284492,1.628729,0
MSStandards,4,1,F2,Raman only,Rha (0.5),-2.556246,0.861299,0
MSStandards,4,1,F3,Raman only,Rha (0.075),-2.116636,2.073332,0
MSStandards,4,1,F4,Raman only,Rha (0.025),-2.100894,1.834355,0
MSStandards,4,1,F5,Raman only,Glu (2.5),-2.031326,2.121720,0
MSStandards,4,1,F6,Raman only,Glu (0.5),-2.336976,1.541695,0
MSStandards,4,1,F7,Raman only,Glu (0.1),-2.303456,1.419930,0
MSStandards,4,1,F8,Raman only,Glu (0.025),-2.059697,2.082442,0
MSStandards,4,1,F9,Raman only,Rha-Glu (0.1),-2.029314,2.172854,0
MSStandards,4,1,G1,Raman only,Rha (1),-2.287972,1.723548,0
MSStandards,4,1,G10,Raman only,Rha-Xyl (0.1),-2.290704,1.579829,0
MSStandards,4,1,G2,Raman only,Rha (0.5),-2.323642,1.633988,0
MSStandards,4,1,G3,Raman only,Rha (0.075),-2.171500,1.946636,0
MSStandards,4,1,G4,Raman only,Rha (0.01),-2.191671,1.929687,0
MSStandards,4,1,G5,Raman only,Glu (2.5),-2.117077,1.922594,0
MSStandards,4,1,G6,Raman only,Glu (0.5),-2.322967,1.447883,0
MSStandards,4,1,G7,Raman only,Glu (0.075),-2.502233,1.290999,0
MSStandards,4,1,G8,Raman only,Glu (0.025),-2.663794,0.825915,0
MSStandards,4,1,G9,Raman only,Rha-Glu (0.1),-2.169522,1.930053,0
MSStandards,4,1,H1,Raman only,Rha (1),-2.444814,1.429055,0
MSStandards,4,1,H10,Raman only,Rha-Xyl (0.1),-2.304956,1.610134,0
MSStandards,4,1,H2,Raman only,Rha (0.25),-2.361724,1.591101,0
MSStandards,4,1,H3,Raman only,Rha (0.075),-2.444788,1.398078,0
MSStandards,4,1,H4,Raman only,Rha (0.01),-2.401811,1.610787,0
MSStandards,4,1,H5,Raman only,Glu (1),-2.361273,1.628880,0
MSStandards,4,1,H6,Raman only,Glu (0.5),-2.421027,1.494142,0
MSStandards,4,1,H7,Raman only,Glu (0.075),-2.327144,1.690550,0
MSStandards,4,1,H8,Raman only,Glu (0.01),-3.165204,-0.731384,0
MSStandards,4,1,H9,Raman only,Rha-Glu (0.1),-2.300125,1.678854,0
MSStandards,4,2,A1,Raman only,Xyl (5),-1.720721,2.489617,0
MSStandards,4,2,A2,Raman only,Xyl (1),-2.223869,1.802718,0
MSStandards,4,2,A3,Raman only,Xyl (0.25),-1.943541,2.187150,0
MSStandards,4,2,A4,Raman only,Xyl (0.05),-1.870249,2.247199,0
MSStandards,4,2,A5,Raman only,Xyl (0.01),-1.999371,2.158191,0
MSStandards,4,2,A6,Raman only,MM f/2 (0.01),-1.975143,2.063891,0
MSStandards,4,2,A7,Raman only,MMAlgae (0.01),-1.199234,-1.100145,0
MSStandards,4,2,A8,Raman only,Rha-Algae (0.1),-0.741987,-1.207300,0
MSStandards,4,2,A9,Raman only,MilliQ,-1.918232,2.257336,0
MSStandards,4,2,B1,Raman only,Xyl (5),-2.061596,2.000931,0
MSStandards,4,2,B2,Raman only,Xyl (0.75),-2.043600,1.915313,0
MSStandards,4,2,B3,Raman only,Xyl (0.25),-2.192410,1.756049,0
MSStandards,4,2,B4,Raman only,Xyl (0.05),-3.296985,-0.247073,0
MSStandards,4,2,B5,Raman only,MM f/2 (1),-1.773591,2.342291,0
MSStandards,4,2,B6,Raman only,MM f/2 (0.01),-1.994107,2.133527,0
MSStandards,4,2,B7,Raman only,MMAlgae (0.01),0.940889,-1.485830,1
MSStandards,4,2,B8,Raman only,Rha-Algae (0.01),-1.308278,-0.884227,0
MSStandards,4,2,B9,Raman only,MilliQ,-1.888655,2.297613,0
MSStandards,4,2,C1,Raman only,Xyl (5),-2.050490,2.033412,0
MSStandards,4,2,C2,Raman only,Xyl (0.75),-2.077068,2.045788,0
MSStandards,4,2,C3,Raman only,Xyl (0.1),-2.014044,2.118231,0
MSStandards,4,2,C4,Raman only,Xyl (0.05),-2.221853,1.760217,0
MSStandards,4,2,C5,Raman only,MM f/2 (1),-1.996720,2.055171,0
MSStandards,4,2,C6,Raman only,MMAlgae (1),-2.267187,-0.522316,0
MSStandards,4,2,C7,Raman only,MMAlgae (0.01),-1.275100,-1.102803,0
MSStandards,4,2,C8,Raman only,Rha-Algae (0.01),-0.946088,-1.205343,0
MSStandards,4,2,C9,Raman only,Algae (blank),-0.202828,-1.739844,0
MSStandards,4,2,D1,Raman only,Xyl (2.5),-2.093508,2.017628,0
MSStandards,4,2,D2,Raman only,Xyl (0.75),-2.153304,1.939144,0
MSStandards,4,2,D3,Raman only,Xyl (0.1),-2.130808,1.958691,0
MSStandards,4,2,D4,Raman only,Xyl (0.025),-2.104301,2.008656,0
MSStandards,4,2,D5,Raman only,MM f/2 (1),-2.132291,1.898606,0
MSStandards,4,2,D6,Raman only,MMAlgae (1),-1.635597,-0.725420,0
MSStandards,4,2,D7,Raman only,Rha-Algae (1),-1.322692,-0.954773,0
MSStandards,4,2,D8,Raman only,Rha-Algae (0.01),-0.682683,-1.532017,0
MSStandards,4,2,D9,Raman only,Algae (blank),-0.577112,-1.670595,0
MSStandards,4,2,E1,Raman only,Xyl (2.5),-2.179151,1.862913,0
MSStandards,4,2,E2,Raman only,Xyl (0.5),-2.254094,1.803843,0
MSStandards,4,2,E3,Raman only,Xyl (0.1),-2.185345,1.913966,0
MSStandards,4,2,E4,Raman only,Xyl (0.025),-2.161713,1.918496,0
MSStandards,4,2,E5,Raman only,MM f/2 (0.1),-2.172074,1.883943,0
MSStandards,4,2,E6,Raman only,MMAlgae (1),-2.978573,-0.190049,0
MSStandards,4,2,E7,Raman only,Rha-Algae (1),-0.890136,-0.759670,0
MSStandards,4,2,E8,Raman only,BLANK f/2,-2.084646,2.010361,0
MSStandards,4,2,E9,Raman only,Algae (blank),-0.676783,-1.267841,0
MSStandards,4,2,F1,Raman only,Xyl (2.5),-2.205437,1.815760,0
MSStandards,4,2,F2,Raman only,Xyl (0.5),-2.162679,1.798195,0
MSStandards,4,2,F3,Raman only,Xyl (0.075),-2.249525,1.734854,0
MSStandards,4,2,F4,Raman only,Xyl (0.025),-2.188028,1.822262,0
MSStandards,4,2,F5,Raman only,MM f/2 (0.1),-2.290455,1.763094,0
MSStandards,4,2,F7,Raman only,Rha-Algae (1),-1.679102,-1.130124,0
MSStandards,4,2,F8,Raman only,BLANK f/2,-2.204554,1.812357,0
MSStandards,4,2,F9,Raman only,MMAlgae (0.1),-2.894241,-0.537346,0
MSStandards,4,2,G1,Raman only,Xyl (1),-2.354562,1.596667,0
MSStandards,4,2,G2,Raman only,Xyl (0.5),-2.359745,1.590358,0
MSStandards,4,2,G3,Raman only,Xyl (0.075),-2.345583,1.601347,0
MSStandards,4,2,G4,Raman only,Xyl (0.01),-2.322884,1.667804,0
MSStandards,4,2,G5,Raman only,MM f/2 (0.1),-2.252988,1.835612,0
MSStandards,4,2,G7,Raman only,Rha-Algae (0.1),-1.650535,-1.201976,0
MSStandards,4,2,G8,Raman only,BLANK f/2,-2.359074,1.543264,0
MSStandards,4,2,G9,Raman only,MMAlgae (0.1),-3.078023,-0.505476,0
MSStandards,4,2,H1,Raman only,Xyl (1),-2.528684,1.326100,0
MSStandards,4,2,H2,Raman only,Xyl (0.25),-2.545411,1.345518,0
MSStandards,4,2,H3,Raman only,Xyl (0.075),-2.534576,1.329456,0
MSStandards,4,2,H4,Raman only,Xyl (0.01),-2.537131,1.352479,0
MSStandards,4,2,H5,Raman only,MM f/2 (0.01),-2.566476,1.243377,0
MSStandards,4,2,H7,Raman only,Rha-Algae (0.1),-2.430370,-0.790031,0
MSStandards,4,2,H8,Raman only,MilliQ,-2.458038,1.503501,0
MSStandards,4,2,H9,Raman only,MMAlgae (0.1),-3.102836,-0.673740,0
Pavlovagyrans,1,7,B10,EEM+Raman,B2,3.522939,1.396466,1
Pavlovagyrans,1,7,B11,EEM+Raman,B4,4.428096,1.483290,1
Pavlovagyrans,1,7,B2,EEM+Raman,N0,1.967360,2.405865,1
Pavlovagyrans,1,7,B3,EEM+Raman,N2,8.877739,7.256124,2
Pavlovagyrans,1,7,B4,EEM+Raman,N4,7.099511,0.514389,2
Pavlovagyrans,1,7,B5,EEM+Raman,N6,10.609798,5.634384,2
Pavlovagyrans,1,7,B6,EEM+Raman,S1,2.614666,1.968696,1
Pavlovagyrans,1,7,B7,EEM+Raman,S3,2.656181,2.195611,1
Pavlovagyrans,1,7,B8,EEM+Raman,S5,2.218315,1.794286,1
Pavlovagyrans,1,7,B9,EEM+Raman,S7,1.472124,2.005354,1
Pavlovagyrans,1,7,C10,EEM+Raman,B2,8.926706,6.437505,2
Pavlovagyrans,1,7,C11,EEM+Raman,B4,1.627982,2.595457,1
Pavlovagyrans,1,7,C2,EEM+Raman,N0,1.100154,3.110571,1
Pavlovagyrans,1,7,C3,EEM+Raman,N2,2.479255,2.358056,1
Pavlovagyrans,1,7,C4,EEM+Raman,N4,3.148716,1.436338,1
Pavlovagyrans,1,7,C5,EEM+Raman,N6,9.479904,5.638398,2
Pavlovagyrans,1,7,C6,EEM+Raman,S1,8.444514,7.057465,2
Pavlovagyrans,1,7,C7,EEM+Raman,S3,1.939617,3.004656,1
Pavlovagyrans,1,7,C8,EEM+Raman,S5,1.689569,2.615168,1
Pavlovagyrans,1,7,C9,EEM+Raman,S7,1.677693,2.927940,1
Pavlovagyrans,1,7,D10,EEM+Raman,B2,3.087652,1.266629,1
Pavlovagyrans,1,7,D11,EEM+Raman,B4,8.723697,7.524333,2
Pavlovagyrans,1,7,D2,EEM+Raman,N0,7.883808,7.170951,2
Pavlovagyrans,1,7,D3,EEM+Raman,N2,2.425638,1.522513,1
Pavlovagyrans,1,7,D4,EEM+Raman,N4,2.011564,2.390067,1
Pavlovagyrans,1,7,D5,EEM+Raman,N6,3.097902,1.528473,1
Pavlovagyrans,1,7,D6,EEM+Raman,S1,0.501885,3.674770,0
Pavlovagyrans,1,7,D7,EEM+Raman,S3,1.344065,2.788660,1
Pavlovagyrans,1,7,D8,EEM+Raman,S5,1.564009,2.813671,1
Pavlovagyrans,1,7,D9,EEM+Raman,S7,8.621876,8.297453,2
Pavlovagyrans,1,7,E10,EEM+Raman,B3,2.976831,0.500799,1
Pavlovagyrans,1,7,E11,EEM+Raman,STD,8.038925,7.429733,2
Pavlovagyrans,1,7,E2,EEM+Raman,N1,1.966842,2.272221,1
Pavlovagyrans,1,7,E3,EEM+Raman,N3,3.207831,0.440393,1
Pavlovagyrans,1,7,E4,EEM+Raman,N5,2.814088,0.976466,1
Pavlovagyrans,1,7,E5,EEM+Raman,N7,1.565961,1.958480,1
Pavlovagyrans,1,7,E6,EEM+Raman,S2,6.991561,7.647689,2
Pavlovagyrans,1,7,E7,EEM+Raman,S4,0.732977,2.552943,1
Pavlovagyrans,1,7,E8,EEM+Raman,S6,7.740133,7.412877,2
Pavlovagyrans,1,7,E9,EEM+Raman,B1,2.899271,1.290918,1
Pavlovagyrans,1,7,F10,EEM+Raman,B3,1.625121,2.418841,1
Pavlovagyrans,1,7,F11,EEM+Raman,STD,0.988475,2.241672,1
Pavlovagyrans,1,7,F2,EEM+Raman,N1,1.682640,1.563506,1
Pavlovagyrans,1,7,F3,EEM+Raman,N3,2.424035,1.056448,1
Pavlovagyrans,1,7,F4,EEM+Raman,N5,1.918843,1.313573,1
Pavlovagyrans,1,8,D10,EEM+Raman,B2,7.896066,-0.788304,2
Pavlovagyrans,1,8,D11,EEM+Raman,B4,3.301946,0.711928,1
Pavlovagyrans,1,8,D2,EEM+Raman,N0,2.936638,1.358163,1
Pavlovagyrans,1,8,D3,EEM+Raman,N2,3.653318,1.068761,1
Pavlovagyrans,1,8,D4,EEM+Raman,N4,4.661429,-0.320852,1
Pavlovagyrans,1,8,D5,EEM+Raman,N6,2.441773,1.542858,1
Pavlovagyrans,1,8,D6,EEM+Raman,S1,1.500600,2.546543,1
Pavlovagyrans,1,8,D7,EEM+Raman,S3,8.303597,6.210395,2
Pavlovagyrans,1,8,D8,EEM+Raman,S5,2.885876,1.063776,1
Pavlovagyrans,1,8,D9,EEM+Raman,S7,2.481917,2.004720,1
Pavlovagyrans,1,8,E10,EEM+Raman,B3,6.689004,0.363289,2
Pavlovagyrans,1,8,E11,EEM+Raman,STD,5.033170,-0.314938,1
Pavlovagyrans,1,8,E2,EEM+Raman,N1,2.303392,1.962808,1
Pavlovagyrans,1,8,E3,EEM+Raman,N3,5.221384,1.248011,1
Pavlovagyrans,1,8,E4,EEM+Raman,N5,4.992024,1.441083,1
Pavlovagyrans,1,8,E5,EEM+Raman,N7,2.621964,0.743889,1
Pavlovagyrans,1,8,E6,EEM+Raman,S2,1.164928,2.166650,1
Pavlovagyrans,1,8,E7,EEM+Raman,S4,7.717265,7.197261,2
Pavlovagyrans,1,8,E8,EEM+Raman,S6,4.388402,1.060521,1
Pavlovagyrans,1,8,E9,EEM+Raman,B1,7.296507,-0.106509,2
Pavlovagyrans,1,8,F10,EEM+Raman,B3,4.473645,0.049835,1
Pavlovagyrans,1,8,F11,EEM+Raman,STD,3.988647,0.194698,1
Pavlovagyrans,1,8,F2,EEM+Raman,N1,2.341898,0.768607,1
Pavlovagyrans,1,8,F3,EEM+Raman,N3,7.545744,5.111373,2
Pavlovagyrans,1,8,F4,EEM+Raman,N5,2.286798,0.920938,1
Pavlovagyrans,1,8,F5,EEM+Raman,N7,2.007593,1.343048,1
Pavlovagyrans,1,8,F6,EEM+Raman,S2,1.182772,1.867065,1
Pavlovagyrans,1,8,F7,EEM+Raman,S4,6.800351,7.338919,2
Pavlovagyrans,1,8,F8,EEM+Raman,S6,2.452518,1.037753,1
Pavlovagyrans,1,8,F9,EEM+Raman,B1,6.596321,0.059569,2
Pavlovagyrans,1,8,G10,EEM+Raman,B3,3.444897,-0.007340,1
Pavlovagyrans,1,8,G11,EEM+Raman,STD,4.631125,-0.137889,1
Pavlovagyrans,1,8,G2,EEM+Raman,N1,1.214801,0.875276,1
Pavlovagyrans,1,8,G3,EEM+Raman,N3,2.473229,0.644199,1
Pavlovagyrans,1,8,G4,EEM+Raman,N5,3.037362,-0.186151,1
Pavlovagyrans,1,8,G5,EEM+Raman,N7,1.995706,0.579570,1
Pavlovagyrans,1,8,G6,EEM+Raman,S2,0.499987,2.046347,0
Pavlovagyrans,1,8,G7,EEM+Raman,S4,0.530806,2.246911,0
Pavlovagyrans,1,8,G8,EEM+Raman,S6,0.761599,1.612913,1
Pavlovagyrans,1,8,G9,EEM+Raman,B1,2.418021,0.047989,1
Pavlovagyrans,1,9,B10,EEM+Raman,B2,10.957092,-1.605896,2
Pavlovagyrans,1,9,B11,EEM+Raman,B4,10.032797,6.044206,2
Pavlovagyrans,1,9,B2,EEM+Raman,N0,8.842143,7.221070,2
Pavlovagyrans,1,9,B3,EEM+Raman,N2,7.118330,-0.056174,2
Pavlovagyrans,1,9,B4,EEM+Raman,N4,10.376716,3.716984,2
Pavlovagyrans,1,9,B5,EEM+Raman,N6,10.913261,-1.383310,2
Pavlovagyrans,1,9,B6,EEM+Raman,S1,2.977782,1.963928,1
Pavlovagyrans,1,9,B7,EEM+Raman,S3,1.254688,2.571666,1
Pavlovagyrans,1,9,B8,EEM+Raman,S5,2.950985,1.510212,1
Pavlovagyrans,1,9,B9,EEM+Raman,S7,2.331102,2.362191,1
Pavlovagyrans,1,9,C10,EEM+Raman,B2,4.652902,0.247167,1
Pavlovagyrans,1,9,C11,EEM+Raman,B4,5.030004,0.305574,1
Pavlovagyrans,1,9,C2,EEM+Raman,N0,2.179312,1.393047,1
Pavlovagyrans,1,9,C3,EEM+Raman,N2,5.680121,1.605236,2
Pavlovagyrans,1,9,C4,EEM+Raman,N4,3.394924,1.703508,1
Pavlovagyrans,1,9,C5,EEM+Raman,N6,3.233854,1.016326,1
Pavlovagyrans,1,9,C6,EEM+Raman,S1,2.447513,2.186643,1
Pavlovagyrans,1,9,C7,EEM+Raman,S3,2.020478,2.547244,1
Pavlovagyrans,1,9,C8,EEM+Raman,S5,8.646935,7.313352,2
Pavlovagyrans,1,9,C9,EEM+Raman,S7,1.662580,2.756598,1
Pavlovagyrans,1,9,D10,EEM+Raman,B2,4.133219,0.923573,1
Pavlovagyrans,1,9,D11,EEM+Raman,B4,3.509455,0.986821,1
Pavlovagyrans,1,9,D2,EEM+Raman,N0,1.481295,1.829737,1
Pavlovagyrans,1,9,D3,EEM+Raman,N2,1.510672,2.128428,1
Pavlovagyrans,1,9,D4,EEM+Raman,N4,3.425728,1.115586,1
Pavlovagyrans,1,9,D5,EEM+Raman,N6,2.344228,2.117660,1
Pavlovagyrans,1,9,D6,EEM+Raman,S1,2.448492,2.152491,1
Pavlovagyrans,1,9,D7,EEM+Raman,S3,2.363475,1.706591,1
Pavlovagyrans,1,9,D8,EEM+Raman,S5,2.120376,2.128687,1
Pavlovagyrans,1,9,D9,EEM+Raman,S7,10.126355,9.016919,2
Pavlovagyrans,1,9,E10,EEM+Raman,B3,4.283971,0.179046,1
Pavlovagyrans,1,9,E11,EEM+Raman,STD,3.893471,0.895814,1
Pavlovagyrans,1,9,E2,EEM+Raman,N1,2.776645,1.025683,1
Pavlovagyrans,1,9,E3,EEM+Raman,N3,2.911244,0.669849,1
Pavlovagyrans,1,9,E4,EEM+Raman,N5,3.784917,0.871653,1
Pavlovagyrans,1,9,E5,EEM+Raman,N7,3.335610,0.552408,1
Pavlovagyrans,1,9,E6,EEM+Raman,S2,1.937940,2.096928,1
Pavlovagyrans,1,9,E7,EEM+Raman,S4,1.289363,2.411936,1
Pavlovagyrans,1,9,E8,EEM+Raman,S6,1.924704,2.711866,1
Pavlovagyrans,1,9,E9,EEM+Raman,B1,4.408719,0.002653,1
Pavlovagyrans,1,9,F10,EEM+Raman,B3,9.240054,4.288638,2
Pavlovagyrans,1,9,F11,EEM+Raman,STD,4.583410,0.226395,1
Pavlovagyrans,1,9,F2,EEM+Raman,N1,2.766056,0.545640,1
Pavlovagyrans,1,9,F3,EEM+Raman,N3,2.040529,0.930497,1
Pavlovagyrans,1,9,F4,EEM+Raman,N5,3.483206,0.282022,1
Pavlovagyrans,1,9,F5,EEM+Raman,N7,1.836009,1.709858,1
Pavlovagyrans,1,9,F6,EEM+Raman,S2,0.479499,2.381909,0
Pavlovagyrans,1,9,F7,EEM+Raman,S4,1.315495,2.381275,1
