sample_set,batch,replicate,sample_id,matching_measurements,legend_treatment_label,pc1,pc2,cluster
Pavlovagyrans,1,7,B11,EEM+Raman,B4,-0.917760,-1.511459,0
Pavlovagyrans,1,7,B2,EEM+Raman,N0,0.586058,-0.036795,1
Pavlovagyrans,1,7,B3,EEM+Raman,N2,-0.796957,-1.558454,0
Pavlovagyrans,1,7,B4,EEM+Raman,N4,-0.919093,-1.632464,0
Pavlovagyrans,1,7,B5,EEM+Raman,N6,-0.975481,-1.624723,0
Pavlovagyrans,1,7,B6,EEM+Raman,S1,-0.892712,-1.576919,0
Pavlovagyrans,1,7,B7,EEM+Raman,S3,-0.902760,-1.561834,0
Pavlovagyrans,1,7,B8,EEM+Raman,S5,-0.917697,-1.588198,0
Pavlovagyrans,1,7,B9,EEM+Raman,S7,-0.978779,-1.659496,0
Pavlovagyrans,1,7,C10,EEM+Raman,B2,-0.930831,-1.546963,0
Pavlovagyrans,1,7,C11,EEM+Raman,B4,-0.988225,-1.561011,0
Pavlovagyrans,1,7,C2,EEM+Raman,N0,0.518501,-0.157169,0
Pavlovagyrans,1,7,C3,EEM+Raman,N2,0.473268,-0.163651,0
Pavlovagyrans,1,7,C4,EEM+Raman,N4,0.522724,-0.190838,0
Pavlovagyrans,1,7,C5,EEM+Raman,N6,0.527298,-0.021487,0
Pavlovagyrans,1,7,C6,EEM+Raman,S1,0.603527,-0.074383,1
Pavlovagyrans,1,7,C7,EEM+Raman,S3,-0.956414,-1.561482,0
Pavlovagyrans,1,7,C8,EEM+Raman,S5,-1.159338,-1.528012,0
Pavlovagyrans,1,7,C9,EEM+Raman,S7,-0.999571,-1.532429,0
Pavlovagyrans,1,7,D10,EEM+Raman,B2,-0.775792,-1.520526,0
Pavlovagyrans,1,7,D11,EEM+Raman,B4,-0.767433,-1.524935,0
Pavlovagyrans,1,7,D2,EEM+Raman,N0,0.446915,-0.195147,0
Pavlovagyrans,1,7,D3,EEM+Raman,N2,0.667022,-0.039339,1
Pavlovagyrans,1,7,D4,EEM+Raman,N4,0.568766,-0.175837,0
Pavlovagyrans,1,7,D5,EEM+Raman,N6,-0.795906,-1.628372,0
Pavlovagyrans,1,7,D6,EEM+Raman,S1,-0.958626,-1.611752,0
Pavlovagyrans,1,7,D7,EEM+Raman,S3,-0.923738,-1.601171,0
Pavlovagyrans,1,7,D8,EEM+Raman,S5,-0.820662,-1.636779,0
Pavlovagyrans,1,7,D9,EEM+Raman,S7,-0.909406,-1.529089,0
Pavlovagyrans,1,7,E10,EEM+Raman,B3,-0.769923,-1.517298,0
Pavlovagyrans,1,7,E11,EEM+Raman,STD,-0.749409,-1.513190,0
Pavlovagyrans,1,7,E2,EEM+Raman,N1,0.185411,-0.587752,0
Pavlovagyrans,1,7,E3,EEM+Raman,N3,0.428793,-0.370367,0
Pavlovagyrans,1,7,E4,EEM+Raman,N5,0.387025,-0.338951,0
Pavlovagyrans,1,7,E5,EEM+Raman,N7,0.489244,-0.346236,0
Pavlovagyrans,1,7,E6,EEM+Raman,S2,-0.777787,-1.565039,0
Pavlovagyrans,1,7,E7,EEM+Raman,S4,-0.858834,-1.565675,0
Pavlovagyrans,1,7,E8,EEM+Raman,S6,-0.771623,-1.555646,0
Pavlovagyrans,1,7,E9,EEM+Raman,B1,-0.735679,-1.567797,0
Pavlovagyrans,1,7,F10,EEM+Raman,B3,-0.906502,-1.626082,0
Pavlovagyrans,1,7,F11,EEM+Raman,STD,-0.879553,-1.697510,0
Pavlovagyrans,1,7,F2,EEM+Raman,N1,0.254843,-0.525195,0
Pavlovagyrans,1,7,F3,EEM+Raman,N3,0.413500,-0.480329,0
Pavlovagyrans,1,7,F4,EEM+Raman,N5,0.471947,-0.381261,0
Pavlovagyrans,1,7,F5,EEM only,N7,0.404642,-0.347288,0
Pavlovagyrans,1,7,F6,EEM only,S2,-0.916033,-1.565062,0
Pavlovagyrans,1,7,F7,EEM only,S4,-0.873664,-1.613361,0
Pavlovagyrans,1,7,F8,EEM only,S6,-0.844542,-1.532618,0
Pavlovagyrans,1,7,F9,EEM only,B1,-0.745604,-1.537621,0
Pavlovagyrans,1,7,G10,EEM only,B3,-0.875786,-1.586013,0
Pavlovagyrans,1,7,G11,EEM only,STD,-0.985060,-1.632708,0
Pavlovagyrans,1,7,G2,EEM only,N1,-0.126826,-0.847660,0
Pavlovagyrans,1,7,G3,EEM only,N3,0.301705,-0.417346,0
Pavlovagyrans,1,7,G4,EEM only,N5,0.147066,-0.618873,0
Pavlovagyrans,1,7,G5,EEM only,N7,0.212801,-0.495041,0
Pavlovagyrans,1,7,G6,EEM only,S2,0.426413,-0.196394,0
Pavlovagyrans,1,7,G7,EEM only,S4,-0.977415,-1.612401,0
Pavlovagyrans,1,7,G8,EEM only,S6,-0.966140,-1.675286,0
Pavlovagyrans,1,7,G9,EEM only,B1,-1.009125,-1.616578,0
Pavlovagyrans,1,8,B10,EEM only,B2,-1.264306,-1.683350,0
Pavlovagyrans,1,8,B11,EEM only,B4,-1.297042,-1.685254,0
Pavlovagyrans,1,8,B2,EEM only,N0,0.181453,-0.287712,0
Pavlovagyrans,1,8,B3,EEM only,N2,0.456592,-0.083997,0
Pavlovagyrans,1,8,B4,EEM only,N4,0.372354,-0.178207,0
Pavlovagyrans,1,8,B5,EEM only,N6,-1.137742,-1.691716,0
Pavlovagyrans,1,8,B6,EEM only,S1,-1.254297,-1.666092,0
Pavlovagyrans,1,8,B7,EEM only,S3,-1.205582,-1.713649,0
Pavlovagyrans,1,8,B8,EEM only,S5,-1.308860,-1.681235,0
Pavlovagyrans,1,8,B9,EEM only,S7,-1.323228,-1.683588,0
Pavlovagyrans,1,8,C10,EEM only,B2,-1.192666,-1.682430,0
Pavlovagyrans,1,8,C11,EEM only,B4,-1.582218,-1.956910,0
Pavlovagyrans,1,8,C2,EEM only,N0,-0.058044,-0.460361,0
Pavlovagyrans,1,8,C3,EEM only,N2,-0.039255,-0.476345,0
Pavlovagyrans,1,8,C4,EEM only,N4,-0.176022,-0.602607,0
Pavlovagyrans,1,8,C5,EEM only,N6,0.036425,-0.200231,0
Pavlovagyrans,1,8,C6,EEM only,S1,-1.343521,-1.760898,0
Pavlovagyrans,1,8,C7,EEM only,S3,-1.625950,-1.842306,0
Pavlovagyrans,1,8,C8,EEM only,S5,-1.619666,-1.768357,0
Pavlovagyrans,1,8,C9,EEM only,S7,-1.538338,-1.879020,0
Pavlovagyrans,1,8,D10,EEM+Raman,B2,-1.236359,-1.744311,0
Pavlovagyrans,1,8,D11,EEM+Raman,B4,-1.075200,-1.617034,0
Pavlovagyrans,1,8,D2,EEM+Raman,N0,-0.152299,-0.412864,0
Pavlovagyrans,1,8,D3,EEM+Raman,N2,0.014718,-0.380350,0
Pavlovagyrans,1,8,D4,EEM+Raman,N4,0.185743,-0.209571,0
Pavlovagyrans,1,8,D5,EEM+Raman,N6,-1.208521,-1.709721,0
Pavlovagyrans,1,8,D6,EEM+Raman,S1,-1.510366,-1.913054,0
Pavlovagyrans,1,8,D7,EEM+Raman,S3,-1.372815,-1.709284,0
Pavlovagyrans,1,8,D8,EEM+Raman,S5,-1.285180,-1.751205,0
Pavlovagyrans,1,8,D9,EEM+Raman,S7,-1.402885,-1.712492,0
Pavlovagyrans,1,8,E10,EEM+Raman,B3,-1.169294,-1.706824,0
Pavlovagyrans,1,8,E11,EEM+Raman,STD,-1.203890,-1.703509,0
Pavlovagyrans,1,8,E2,EEM+Raman,N1,0.185472,-0.387680,0
Pavlovagyrans,1,8,E3,EEM+Raman,N3,0.205285,-0.420292,0
Pavlovagyrans,1,8,E4,EEM+Raman,N5,0.388047,-0.210722,0
Pavlovagyrans,1,8,E5,EEM+Raman,N7,0.364349,-0.299964,0
Pavlovagyrans,1,8,E6,EEM+Raman,S2,-1.076604,-1.647378,0
Pavlovagyrans,1,8,E7,EEM+Raman,S4,-1.298441,-1.851022,0
Pavlovagyrans,1,8,E8,EEM+Raman,S6,-1.145591,-1.791011,0
Pavlovagyrans,1,8,E9,EEM+Raman,B1,-1.027862,-1.624797,0
Pavlovagyrans,1,8,F10,EEM+Raman,B3,-1.128361,-1.842458,0
Pavlovagyrans,1,8,F11,EEM+Raman,STD,-0.910626,-1.585841,0
Pavlovagyrans,1,8,F2,EEM+Raman,N1,-0.138089,-0.714914,0
Pavlovagyrans,1,8,F3,EEM+Raman,N3,0.246475,-0.447276,0
Pavlovagyrans,1,8,F4,EEM+Raman,N5,0.430790,-0.206962,0
Pavlovagyrans,1,8,F5,EEM+Raman,N7,0.387710,-0.195149,0
Pavlovagyrans,1,8,F6,EEM+Raman,S2,-1.061469,-1.636795,0
Pavlovagyrans,1,8,F7,EEM+Raman,S4,-1.018619,-1.631955,0
Pavlovagyrans,1,8,F8,EEM+Raman,S6,-1.121273,-1.677022,0
Pavlovagyrans,1,8,F9,EEM+Raman,B1,-0.893348,-1.600520,0
Pavlovagyrans,1,8,G10,EEM+Raman,B3,-0.940102,-1.611444,0
Pavlovagyrans,1,8,G11,EEM+Raman,STD,-1.242432,-1.786184,0
Pavlovagyrans,1,8,G2,EEM+Raman,N1,0.189499,-0.481189,0
Pavlovagyrans,1,8,G3,EEM+Raman,N3,0.370499,-0.254171,0
Pavlovagyrans,1,8,G4,EEM+Raman,N5,0.272063,-0.381583,0
Pavlovagyrans,1,8,G5,EEM+Raman,N7,0.378511,-0.359403,0
Pavlovagyrans,1,8,G6,EEM+Raman,S2,-1.071629,-1.757438,0
Pavlovagyrans,1,8,G7,EEM+Raman,S4,-1.005660,-1.605285,0
Pavlovagyrans,1,8,G8,EEM+Raman,S6,-1.201700,-1.816340,0
Pavlovagyrans,1,8,G9,EEM+Raman,B1,-1.192529,-1.812124,0
Pavlovagyrans,1,9,B10,EEM+Raman,B2,-4.756302,1.357915,2
Pavlovagyrans,1,9,B11,EEM+Raman,B4,-4.508541,1.443103,2
Pavlovagyrans,1,9,B2,EEM+Raman,N0,-4.205037,1.156701,2
Pavlovagyrans,1,9,B3,EEM+Raman,N2,-4.349656,1.169572,2
Pavlovagyrans,1,9,B4,EEM+Raman,N4,-4.265383,1.157971,2
Pavlovagyrans,1,9,B5,EEM+Raman,N6,-4.267494,1.214609,2
Pavlovagyrans,1,9,B6,EEM+Raman,S1,-4.482231,1.222695,2
Pavlovagyrans,1,9,B7,EEM+Raman,S3,-4.942916,1.371485,2
Pavlovagyrans,1,9,B8,EEM+Raman,S5,-5.232789,1.446420,2
Pavlovagyrans,1,9,B9,EEM+Raman,S7,-4.594678,1.305771,2
Pavlovagyrans,1,9,C10,EEM+Raman,B2,-4.376249,1.368886,2
Pavlovagyrans,1,9,C11,EEM+Raman,B4,-4.471270,1.465736,2
Pavlovagyrans,1,9,C2,EEM+Raman,N0,-4.435934,1.348665,2
Pavlovagyrans,1,9,C3,EEM+Raman,N2,-5.200039,1.523163,2
Pavlovagyrans,1,9,C4,EEM+Raman,N4,-4.291900,1.322611,2
Pavlovagyrans,1,9,C5,EEM+Raman,N6,-4.619144,1.360156,2
Pavlovagyrans,1,9,C6,EEM+Raman,S1,-4.493224,1.316080,2
Pavlovagyrans,1,9,C7,EEM+Raman,S3,-4.499479,1.329391,2
Pavlovagyrans,1,9,C8,EEM+Raman,S5,-5.056152,1.503038,2
Pavlovagyrans,1,9,C9,EEM+Raman,S7,-4.467006,1.314101,2
Pavlovagyrans,1,9,D10,EEM+Raman,B2,-4.546120,1.475073,2
Pavlovagyrans,1,9,D11,EEM+Raman,B4,-4.509046,1.498186,2
Pavlovagyrans,1,9,D2,EEM+Raman,N0,-4.410745,1.397702,2
Pavlovagyrans,1,9,D3,EEM+Raman,N2,-4.236241,1.258096,2
Pavlovagyrans,1,9,D4,EEM+Raman,N4,-4.246415,1.318190,2
Pavlovagyrans,1,9,D5,EEM+Raman,N6,-4.185244,1.308311,2
Pavlovagyrans,1,9,D6,EEM+Raman,S1,-4.252668,1.329870,2
Pavlovagyrans,1,9,D7,EEM+Raman,S3,-4.347637,1.345044,2
Pavlovagyrans,1,9,D8,EEM+Raman,S5,-4.338877,1.392245,2
Pavlovagyrans,1,9,D9,EEM+Raman,S7,-4.667278,1.542809,2
Pavlovagyrans,1,9,E10,EEM+Raman,B3,-4.379798,1.456469,2
Pavlovagyrans,1,9,E11,EEM+Raman,STD,-4.244424,1.366519,2
Pavlovagyrans,1,9,E2,EEM+Raman,N1,-4.254224,1.329333,2
Pavlovagyrans,1,9,E3,EEM+Raman,N3,-4.282017,1.349361,2
Pavlovagyrans,1,9,E4,EEM+Raman,N5,-4.200487,1.296199,2
Pavlovagyrans,1,9,E5,EEM+Raman,N7,-4.279883,1.335650,2
Pavlovagyrans,1,9,E6,EEM+Raman,S2,-4.171487,1.318331,2
Pavlovagyrans,1,9,E7,EEM+Raman,S4,-4.956223,1.493067,2
Pavlovagyrans,1,9,E8,EEM+Raman,S6,-5.532060,1.560168,2
Pavlovagyrans,1,9,E9,EEM+Raman,B1,-5.334879,1.410178,2
Pavlovagyrans,1,9,F10,EEM+Raman,B3,-4.271620,1.420405,2
Pavlovagyrans,1,9,F11,EEM+Raman,STD,-4.350538,1.407980,2
Pavlovagyrans,1,9,F2,EEM+Raman,N1,-4.143926,1.319676,2
Pavlovagyrans,1,9,F3,EEM+Raman,N3,-4.205813,1.270796,2
Pavlovagyrans,1,9,F4,EEM+Raman,N5,-4.044210,1.243846,2
Pavlovagyrans,1,9,F5,EEM+Raman,N7,-4.173215,1.291059,2
Pavlovagyrans,1,9,F6,EEM+Raman,S2,-4.377517,1.324601,2
Pavlovagyrans,1,9,F7,EEM+Raman,S4,-4.530802,1.382073,2
Pavlovagyrans,1,9,F8,EEM+Raman,S6,-4.833667,1.491969,2
Pavlovagyrans,1,9,F9,EEM+Raman,B1,-4.623844,1.481148,2
Pavlovagyrans,1,9,G10,EEM+Raman,B3,-4.439055,1.435536,2
Pavlovagyrans,1,9,G11,EEM+Raman,STD,-4.448274,1.459322,2
Pavlovagyrans,1,9,G2,EEM+Raman,N1,-3.995180,1.280052,2
Pavlovagyrans,1,9,G3,EEM+Raman,N3,-4.181928,1.306421,2
Pavlovagyrans,1,9,G4,EEM+Raman,N5,-4.084516,1.295953,2
Pavlovagyrans,1,9,G5,EEM+Raman,N7,-4.345362,1.278819,2
Pavlovagyrans,1,9,G6,EEM+Raman,S2,-4.543637,1.370752,2
Pavlovagyrans,1,9,G7,EEM+Raman,S4,-5.024431,1.470574,2
Pavlovagyrans,1,9,G8,EEM+Raman,S6,-4.891683,1.470508,2
Pavlovagyrans,1,9,G9,EEM+Raman,B1,-4.589334,1.407231,2
Pavlovagyrans,1,10,B10,EEM+Raman,B2,-0.971318,-1.630441,0
Pavlovagyrans,1,10,B11,EEM+Raman,B4,-0.935968,-1.615207,0
Pavlovagyrans,1,10,B2,EEM+Raman,N0,-1.064412,-1.814975,0
Pavlovagyrans,1,10,B3,EEM+Raman,N2,-1.003237,-1.678744,0
Pavlovagyrans,1,10,B4,EEM+Raman,N4,-0.921626,-1.610876,0
Pavlovagyrans,1,10,B5,EEM+Raman,N6,-0.877054,-1.655623,0
Pavlovagyrans,1,10,B6,EEM+Raman,S1,-0.929114,-1.631359,0
Pavlovagyrans,1,10,B7,EEM+Raman,S3,-0.909095,-1.604120,0
Pavlovagyrans,1,10,B8,EEM+Raman,S5,-0.909372,-1.612743,0
Pavlovagyrans,1,10,B9,EEM+Raman,S7,-1.060285,-3.841320,0
Pavlovagyrans,1,10,C10,EEM+Raman,B2,-0.843432,-1.611507,0
Pavlovagyrans,1,10,C11,EEM+Raman,B4,-1.070123,-1.575143,0
Pavlovagyrans,1,10,C2,EEM+Raman,N0,-0.854512,-1.687237,0
Pavlovagyrans,1,10,C3,EEM+Raman,N2,-0.901564,-1.614778,0
Pavlovagyrans,1,10,C4,EEM+Raman,N4,-0.888726,-1.695215,0
Pavlovagyrans,1,10,C5,EEM+Raman,N6,-1.022587,-1.610204,0
Pavlovagyrans,1,10,C6,EEM+Raman,S1,-0.788842,-1.623749,0
Pavlovagyrans,1,10,C7,EEM+Raman,S3,-0.859368,-1.610415,0
Pavlovagyrans,1,10,C8,EEM+Raman,S5,-1.088947,-1.609451,0
Pavlovagyrans,1,10,C9,EEM+Raman,S7,-0.976386,-1.617935,0
Pavlovagyrans,1,10,D10,EEM+Raman,B2,-0.865208,-1.577442,0
Pavlovagyrans,1,10,D11,EEM+Raman,B4,-0.812997,-1.612801,0
Pavlovagyrans,1,10,D2,EEM+Raman,N0,-0.873306,-1.646260,0
Pavlovagyrans,1,10,D3,EEM+Raman,N2,-0.790772,-1.653758,0
Pavlovagyrans,1,10,D4,EEM+Raman,N4,-0.823722,-1.629405,0
Pavlovagyrans,1,10,D5,EEM+Raman,N6,-0.834627,-1.634614,0
Pavlovagyrans,1,10,D6,EEM+Raman,S1,-0.875410,-1.687880,0
Pavlovagyrans,1,10,D7,EEM+Raman,S3,-0.911483,-1.638761,0
Pavlovagyrans,1,10,D8,EEM+Raman,S5,-0.789159,-1.639251,0
Pavlovagyrans,1,10,D9,EEM+Raman,S7,-0.906155,-1.639095,0
Pavlovagyrans,1,10,E10,EEM+Raman,B3,-0.910675,-1.663593,0
Pavlovagyrans,1,10,E11,EEM+Raman,STD,-0.874902,-1.633910,0
Pavlovagyrans,1,10,E2,EEM+Raman,N1,0.476732,-0.274031,0
Pavlovagyrans,1,10,E3,EEM+Raman,N3,0.555582,-0.192190,0
Pavlovagyrans,1,10,E4,EEM+Raman,N5,-0.782941,-1.646706,0
Pavlovagyrans,1,10,E5,EEM+Raman,N7,-0.762504,-1.661376,0
Pavlovagyrans,1,10,E6,EEM+Raman,S2,-0.857604,-1.644016,0
Pavlovagyrans,1,10,E7,EEM+Raman,S4,-0.837746,-1.650835,0
Pavlovagyrans,1,10,E8,EEM+Raman,S6,-0.786079,-1.619586,0
Pavlovagyrans,1,10,E9,EEM+Raman,B1,-0.830216,-1.654296,0
Pavlovagyrans,1,10,F10,EEM+Raman,B3,-0.911398,-1.649448,0
Pavlovagyrans,1,10,F11,EEM+Raman,STD,-0.865389,-1.723115,0
Pavlovagyrans,1,10,F2,EEM+Raman,N1,-0.833468,-1.632731,0
Pavlovagyrans,1,10,F3,EEM+Raman,N3,0.556002,-0.219533,0
Pavlovagyrans,1,10,F4,EEM+Raman,N5,-0.760596,-1.636527,0
Pavlovagyrans,1,10,F5,EEM+Raman,N7,-0.888108,-1.642943,0
Pavlovagyrans,1,10,F6,EEM+Raman,S2,-0.823949,-1.615205,0
Pavlovagyrans,1,10,F7,EEM+Raman,S4,-0.889504,-1.672916,0
Pavlovagyrans,1,10,F8,EEM+Raman,S6,-0.918482,-1.666078,0
Pavlovagyrans,1,10,F9,EEM+Raman,B1,-0.894310,-1.623834,0
Pavlovagyrans,1,10,G10,EEM+Raman,B3,-0.767022,-1.611741,0
Pavlovagyrans,1,10,G11,EEM+Raman,STD,-0.917565,-1.627777,0
Pavlovagyrans,1,10,G2,EEM+Raman,N1,0.497257,-0.292623,0
Pavlovagyrans,1,10,G3,EEM+Raman,N3,-0.941703,-1.756510,0
Pavlovagyrans,1,10,G4,EEM+Raman,N5,-0.907455,-1.684389,0
Pavlovagyrans,1,10,G5,EEM+Raman,N7,-0.786088,-1.698144,0
Pavlovagyrans,1,10,G6,EEM+Raman,S2,-0.836429,-1.679264,0
Pavlovagyrans,1,10,G7,EEM+Raman,S4,-0.862807,-1.669195,0
Pavlovagyrans,1,10,G8,EEM+Raman,S6,-0.846869,-1.666058,0
Pavlovagyrans,1,10,G9,EEM+Raman,B1,-0.974591,-1.645178,0
Pavlovagyrans,1,11,B10,EEM+Raman,B2,-1.048149,-1.625678,0
Pavlovagyrans,1,11,B11,EEM+Raman,B4,-0.945416,-1.693523,0
Pavlovagyrans,1,11,B2,EEM+Raman,N0,0.394598,-0.364551,0
Pavlovagyrans,1,11,B3,EEM+Raman,N2,0.500436,-0.132589,0
Pavlovagyrans,1,11,B4,EEM+Raman,N4,0.533587,-0.289583,0
Pavlovagyrans,1,11,B5,EEM+Raman,N6,0.517208,-0.237841,0
Pavlovagyrans,1,11,B6,EEM+Raman,S1,0.171803,-0.291282,0
Pavlovagyrans,1,11,B7,EEM+Raman,S3,-1.040656,-1.686071,0
Pavlovagyrans,1,11,B8,EEM+Raman,S5,-1.072971,-1.643406,0
Pavlovagyrans,1,11,B9,EEM+Raman,S7,-1.013065,-1.661104,0
Pavlovagyrans,1,11,C10,EEM+Raman,B2,-0.904583,-1.657189,0
Pavlovagyrans,1,11,C11,EEM+Raman,B4,-0.887966,-1.631120,0
Pavlovagyrans,1,11,C2,EEM+Raman,N0,0.175108,-0.586473,0
Pavlovagyrans,1,11,C3,EEM+Raman,N2,0.205748,-0.306285,0
Pavlovagyrans,1,11,C4,EEM+Raman,N4,0.242967,-0.527844,0
Pavlovagyrans,1,11,C5,EEM+Raman,N6,0.182479,-0.576697,0
Pavlovagyrans,1,11,C6,EEM+Raman,S1,0.190604,-0.476263,0
Pavlovagyrans,1,11,C7,EEM+Raman,S3,0.375300,-0.324474,0
Pavlovagyrans,1,11,C8,EEM+Raman,S5,-1.064274,-1.662389,0
Pavlovagyrans,1,11,C9,EEM+Raman,S7,-0.851116,-1.641155,0
Pavlovagyrans,1,11,D10,EEM+Raman,B2,-0.821686,-1.574328,0
Pavlovagyrans,1,11,D11,EEM+Raman,B4,-0.814611,-1.586388,0
Pavlovagyrans,1,11,D2,EEM only,N0,0.237349,-0.514140,0
Pavlovagyrans,1,11,D3,EEM only,N2,0.213237,-0.570901,0
Pavlovagyrans,1,11,D4,EEM only,N4,0.311854,-0.525360,0
Pavlovagyrans,1,11,D5,EEM only,N6,0.376570,-0.445122,0
Pavlovagyrans,1,11,D6,EEM only,S1,0.337729,-0.498260,0
Pavlovagyrans,1,11,D7,EEM only,S3,0.557250,-0.204672,0
Pavlovagyrans,1,11,D8,EEM only,S5,0.670111,-0.098771,1
Pavlovagyrans,1,11,D9,EEM only,S7,-0.913275,-1.621909,0
Pavlovagyrans,1,11,E10,EEM only,B3,-0.746183,-1.596901,0
Pavlovagyrans,1,11,E11,EEM only,STD,-0.767134,-1.622265,0
Pavlovagyrans,1,11,E2,EEM only,N1,0.154745,-0.656711,0
Pavlovagyrans,1,11,E3,EEM only,N3,0.083151,-0.760677,0
Pavlovagyrans,1,11,E4,EEM only,N5,0.178686,-0.692524,0
Pavlovagyrans,1,11,E5,EEM only,N7,0.164997,-0.680161,0
Pavlovagyrans,1,11,E6,EEM only,S2,0.163192,-0.702478,0
Pavlovagyrans,1,11,E7,EEM only,S4,0.542928,-0.167846,0
Pavlovagyrans,1,11,E8,EEM only,S6,-0.944762,-1.647123,0
Pavlovagyrans,1,11,E9,EEM only,B1,0.696239,-0.092064,1
Pavlovagyrans,1,11,F10,EEM only,B3,-0.688207,-1.595819,0
Pavlovagyrans,1,11,F11,EEM only,STD,-0.697908,-1.605714,0
Pavlovagyrans,1,11,F2,EEM only,N1,0.171085,-0.707209,0
Pavlovagyrans,1,11,F3,EEM only,N3,0.166550,-0.732610,0
Pavlovagyrans,1,11,F4,EEM only,N5,0.265502,-0.627931,0
Pavlovagyrans,1,11,F5,EEM only,N7,0.313979,-0.614987,0
Pavlovagyrans,1,11,F6,EEM only,S2,0.315421,-0.482399,0
Pavlovagyrans,1,11,F7,EEM only,S4,0.417666,-0.371970,0
Pavlovagyrans,1,11,F8,EEM only,S6,-0.775116,-1.629829,0
Pavlovagyrans,1,11,F9,EEM only,B1,-0.714676,-1.569341,0
Pavlovagyrans,1,11,G10,EEM only,B3,-0.696795,-1.615751,0
Pavlovagyrans,1,11,G11,EEM only,STD,-0.740194,-1.655330,0
Pavlovagyrans,1,11,G2,EEM only,N1,0.667788,-0.135974,1
Pavlovagyrans,1,11,G3,EEM only,N3,0.126802,-0.825331,0
Pavlovagyrans,1,11,G4,EEM only,N5,0.136194,-0.782176,0
Pavlovagyrans,1,11,G5,EEM only,N7,0.250006,-0.622835,0
Pavlovagyrans,1,11,G6,EEM only,S2,0.166476,-0.682699,0
Pavlovagyrans,1,11,G7,EEM only,S4,0.370479,-2.254673,0
Pavlovagyrans,1,11,G8,EEM only,S6,-0.890672,-1.623977,0
Pavlovagyrans,1,11,G9,EEM only,B1,-0.774316,-1.596037,0
Pavlovagyrans,1,12,B10,EEM only,B2,-4.437233,1.168797,2
Pavlovagyrans,1,12,B11,EEM only,B4,-4.296596,1.245632,2
Pavlovagyrans,1,12,B2,EEM only,N0,-3.808372,0.954904,2
Pavlovagyrans,1,12,B3,EEM only,N2,-3.987878,0.972277,2
Pavlovagyrans,1,12,B4,EEM only,N4,-3.904004,0.972436,2
Pavlovagyrans,1,12,B5,EEM only,N6,-3.828557,1.012700,2
Pavlovagyrans,1,12,B6,EEM only,S1,-4.002654,0.996871,2
Pavlovagyrans,1,12,B7,EEM only,S3,-4.620693,1.241418,2
Pavlovagyrans,1,12,B8,EEM only,S5,-4.786517,1.181888,2
Pavlovagyrans,1,12,B9,EEM only,S7,-4.320776,1.135850,2
Pavlovagyrans,1,12,C10,EEM only,B2,-4.056078,1.148850,2
Pavlovagyrans,1,12,C11,EEM only,B4,-4.201873,1.282778,2
Pavlovagyrans,1,12,C2,EEM only,N0,-4.037191,1.200809,2
Pavlovagyrans,1,12,C3,EEM only,N2,-4.698878,1.405324,2
Pavlovagyrans,1,12,C4,EEM only,N4,-4.037792,1.182771,2
Pavlovagyrans,1,12,C5,EEM only,N6,-4.257039,1.254271,2
Pavlovagyrans,1,12,C6,EEM only,S1,-4.368553,1.354664,2
Pavlovagyrans,1,12,C7,EEM only,S3,-4.362417,1.332863,2
Pavlovagyrans,1,12,C8,EEM only,S5,-4.782044,1.346335,2
Pavlovagyrans,1,12,C9,EEM only,S7,-4.288170,1.226035,2
Pavlovagyrans,1,12,D10,EEM only,B2,-4.436283,1.398722,2
Pavlovagyrans,1,12,D11,EEM only,B4,-4.263936,1.361938,2
Pavlovagyrans,1,12,D2,EEM only,N0,-4.018561,1.156580,2
Pavlovagyrans,1,12,D3,EEM only,N2,-3.976258,1.185153,2
Pavlovagyrans,1,12,D4,EEM only,N4,-3.953096,1.142082,2
Pavlovagyrans,1,12,D5,EEM only,N6,-4.036462,1.231692,2
Pavlovagyrans,1,12,D6,EEM only,S1,-4.117702,1.208383,2
Pavlovagyrans,1,12,D7,EEM only,S3,-4.251527,1.341792,2
Pavlovagyrans,1,12,D8,EEM only,S5,-4.159672,1.242075,2
Pavlovagyrans,1,12,D9,EEM only,S7,-4.665209,1.358994,2
Pavlovagyrans,1,12,E10,EEM only,B3,-4.290197,1.296416,2
Pavlovagyrans,1,12,E11,EEM only,STD,-4.096712,1.347700,2
Pavlovagyrans,1,12,E2,EEM only,N1,-3.998100,1.220308,2
Pavlovagyrans,1,12,E3,EEM only,N3,-4.016077,1.290529,2
Pavlovagyrans,1,12,E4,EEM only,N5,-4.111623,1.314787,2
Pavlovagyrans,1,12,E5,EEM only,N7,-4.110050,1.345537,2
Pavlovagyrans,1,12,E6,EEM only,S2,-4.180265,1.416127,2
Pavlovagyrans,1,12,E7,EEM only,S4,-4.623755,1.354211,2
Pavlovagyrans,1,12,E8,EEM only,S6,-4.949512,1.511671,2
Pavlovagyrans,1,12,E9,EEM only,B1,-4.127473,1.347954,2
Pavlovagyrans,1,12,F10,EEM only,B3,-4.231247,1.435053,2
Pavlovagyrans,1,12,F11,EEM only,STD,-4.149759,1.367707,2
Pavlovagyrans,1,12,F2,EEM only,N1,-4.025843,1.306625,2
Pavlovagyrans,1,12,F3,EEM only,N3,-4.092970,1.300052,2
Pavlovagyrans,1,12,F4,EEM only,N5,-4.008760,1.282608,2
Pavlovagyrans,1,12,F5,EEM only,N7,-4.023028,1.290610,2
